,cell,lon,lat,month,decend,sum,geometry
1061,203,-52.125,-13.125,10,3,58.18922742207845,POINT (-5802528.457599385 -1474016.837248625)
1062,204,-51.875,-13.125,9,1,9.281669616699219,POINT (-5774698.584901066 -1474016.837248625)
1063,204,-51.875,-13.125,9,2,13.264652808507284,POINT (-5774698.584901066 -1474016.837248625)
1064,204,-51.875,-13.125,9,3,23.630163192749023,POINT (-5774698.584901066 -1474016.837248625)
1065,204,-51.875,-13.125,10,1,30.78375498453776,POINT (-5774698.584901066 -1474016.837248625)
1066,204,-51.875,-13.125,10,2,47.19132847256131,POINT (-5774698.584901066 -1474016.837248625)
1067,204,-51.875,-13.125,10,3,59.579604148864746,POINT (-5774698.584901066 -1474016.837248625)
1068,205,-51.625,-13.125,9,1,8.830440839131674,POINT (-5746868.712202748 -1474016.837248625)
1069,205,-51.625,-13.125,9,2,12.697799848185646,POINT (-5746868.712202748 -1474016.837248625)
1070,205,-51.625,-13.125,9,3,23.115549511379665,POINT (-5746868.712202748 -1474016.837248625)
1071,205,-51.625,-13.125,10,1,29.209335486094158,POINT (-5746868.712202748 -1474016.837248625)
1072,205,-51.625,-13.125,10,2,45.62649016910129,POINT (-5746868.712202748 -1474016.837248625)
1073,205,-51.625,-13.125,10,3,57.675660875108505,POINT (-5746868.712202748 -1474016.837248625)
1074,206,-51.375,-13.125,9,1,7.648737165662977,POINT (-5719038.83950443 -1474016.837248625)
1075,206,-51.375,-13.125,9,2,11.854624430338541,POINT (-5719038.83950443 -1474016.837248625)
1076,206,-51.375,-13.125,9,3,22.365275568432278,POINT (-5719038.83950443 -1474016.837248625)
1077,206,-51.375,-13.125,10,1,28.875621371799046,POINT (-5719038.83950443 -1474016.837248625)
1078,206,-51.375,-13.125,10,2,43.37837155659994,POINT (-5719038.83950443 -1474016.837248625)
1079,206,-51.375,-13.125,10,3,56.55992650985718,POINT (-5719038.83950443 -1474016.837248625)
1080,207,-51.125,-13.125,9,1,6.777776930067274,POINT (-5691208.966806111 -1474016.837248625)
1081,207,-51.125,-13.125,9,2,11.096215513017443,POINT (-5691208.966806111 -1474016.837248625)
1082,207,-51.125,-13.125,9,3,21.744523843129475,POINT (-5691208.966806111 -1474016.837248625)
1083,207,-51.125,-13.125,10,1,27.44329849878947,POINT (-5691208.966806111 -1474016.837248625)
1084,207,-51.125,-13.125,10,2,39.95886855655246,POINT (-5691208.966806111 -1474016.837248625)
1085,207,-51.125,-13.125,10,3,58.53975767559476,POINT (-5691208.966806111 -1474016.837248625)
1086,208,-50.875,-13.125,9,1,6.201855818430583,POINT (-5663379.094107794 -1474016.837248625)
1087,208,-50.875,-13.125,9,2,11.105898963080513,POINT (-5663379.094107794 -1474016.837248625)
1088,208,-50.875,-13.125,9,3,21.024523893992107,POINT (-5663379.094107794 -1474016.837248625)
1089,208,-50.875,-13.125,10,1,26.800466749403213,POINT (-5663379.094107794 -1474016.837248625)
1090,208,-50.875,-13.125,10,2,36.83823778894212,POINT (-5663379.094107794 -1474016.837248625)
1091,208,-50.875,-13.125,10,3,54.38318541314867,POINT (-5663379.094107794 -1474016.837248625)
1092,209,-50.625,-13.125,9,1,4.983222643534343,POINT (-5635549.221409474 -1474016.837248625)
1093,209,-50.625,-13.125,9,2,9.526265462239584,POINT (-5635549.221409474 -1474016.837248625)
1094,209,-50.625,-13.125,9,3,20.85260115729438,POINT (-5635549.221409474 -1474016.837248625)
1095,209,-50.625,-13.125,10,1,26.70193820529514,POINT (-5635549.221409474 -1474016.837248625)
1096,209,-50.625,-13.125,10,2,35.45141749911838,POINT (-5635549.221409474 -1474016.837248625)
1097,209,-50.625,-13.125,10,3,54.817334493001304,POINT (-5635549.221409474 -1474016.837248625)
1098,214,-53.125,-13.375,9,1,7.978382322523329,POINT (-5913847.948392658 -1502607.848389762)
1099,214,-53.125,-13.375,9,2,13.655573315090603,POINT (-5913847.948392658 -1502607.848389762)
1100,214,-53.125,-13.375,9,3,26.702490753597683,POINT (-5913847.948392658 -1502607.848389762)
1101,214,-53.125,-13.375,10,1,32.816805217001175,POINT (-5913847.948392658 -1502607.848389762)
1102,214,-53.125,-13.375,10,2,49.962133725484215,POINT (-5913847.948392658 -1502607.848389762)
1103,214,-53.125,-13.375,10,3,63.343873765733505,POINT (-5913847.948392658 -1502607.848389762)
1104,215,-52.875,-13.375,9,1,8.644565237892998,POINT (-5886018.07569434 -1502607.848389762)
1105,215,-52.875,-13.375,9,2,13.246163474188911,POINT (-5886018.07569434 -1502607.848389762)
1106,215,-52.875,-13.375,9,3,26.1334515147739,POINT (-5886018.07569434 -1502607.848389762)
1107,215,-52.875,-13.375,10,1,31.11762195163303,POINT (-5886018.07569434 -1502607.848389762)
1108,215,-52.875,-13.375,10,2,49.72944164276123,POINT (-5886018.07569434 -1502607.848389762)
1109,215,-52.875,-13.375,10,3,58.897586822509766,POINT (-5886018.07569434 -1502607.848389762)
1110,216,-52.625,-13.375,9,1,8.271973080105251,POINT (-5858188.202996022 -1502607.848389762)
1111,216,-52.625,-13.375,9,2,12.679309421115452,POINT (-5858188.202996022 -1502607.848389762)
1112,216,-52.625,-13.375,9,3,24.830682542588974,POINT (-5858188.202996022 -1502607.848389762)
1113,216,-52.625,-13.375,10,1,30.897433598836262,POINT (-5858188.202996022 -1502607.848389762)
1114,216,-52.625,-13.375,10,2,48.96780628628201,POINT (-5858188.202996022 -1502607.848389762)
1115,216,-52.625,-13.375,10,3,58.95673476325141,POINT (-5858188.202996022 -1502607.848389762)
1116,217,-52.375,-13.375,9,1,8.644500441021389,POINT (-5830358.330297703 -1502607.848389762)
1117,217,-52.375,-13.375,9,2,12.367940902709961,POINT (-5830358.330297703 -1502607.848389762)
1118,217,-52.375,-13.375,9,3,23.566360473632812,POINT (-5830358.330297703 -1502607.848389762)
1119,217,-52.375,-13.375,10,1,30.388962745666504,POINT (-5830358.330297703 -1502607.848389762)
1120,217,-52.375,-13.375,10,2,47.8710667292277,POINT (-5830358.330297703 -1502607.848389762)
1121,217,-52.375,-13.375,10,3,57.609634505377876,POINT (-5830358.330297703 -1502607.848389762)
1122,218,-52.125,-13.375,9,1,8.693755706151327,POINT (-5802528.457599385 -1502607.848389762)
1123,218,-52.125,-13.375,9,2,13.056236584981283,POINT (-5802528.457599385 -1502607.848389762)
1124,218,-52.125,-13.375,9,3,23.946017583211262,POINT (-5802528.457599385 -1502607.848389762)
1125,218,-52.125,-13.375,10,1,31.168274031745064,POINT (-5802528.457599385 -1502607.848389762)
1126,218,-52.125,-13.375,10,2,47.47530953089396,POINT (-5802528.457599385 -1502607.848389762)
1127,218,-52.125,-13.375,10,3,58.182059235043,POINT (-5802528.457599385 -1502607.848389762)
1128,219,-51.875,-13.375,9,1,8.591272619035509,POINT (-5774698.584901066 -1502607.848389762)
1129,219,-51.875,-13.375,9,2,12.76184848944346,POINT (-5774698.584901066 -1502607.848389762)
1130,219,-51.875,-13.375,9,3,23.072907202773624,POINT (-5774698.584901066 -1502607.848389762)
1131,219,-51.875,-13.375,10,1,28.854088220331406,POINT (-5774698.584901066 -1502607.848389762)
1132,219,-51.875,-13.375,10,2,45.32843838797675,POINT (-5774698.584901066 -1502607.848389762)
1133,219,-51.875,-13.375,10,3,57.30032608244154,POINT (-5774698.584901066 -1502607.848389762)
1134,220,-51.625,-13.375,9,1,8.031149122450087,POINT (-5746868.712202748 -1502607.848389762)
1135,220,-51.625,-13.375,9,2,12.74643643697103,POINT (-5746868.712202748 -1502607.848389762)
1136,220,-51.625,-13.375,9,3,23.558268123202854,POINT (-5746868.712202748 -1502607.848389762)
1137,220,-51.625,-13.375,10,1,28.438731087578667,POINT (-5746868.712202748 -1502607.848389762)
1138,220,-51.625,-13.375,10,2,43.753291606903076,POINT (-5746868.712202748 -1502607.848389762)
1139,220,-51.625,-13.375,10,3,55.403298907809784,POINT (-5746868.712202748 -1502607.848389762)
1140,221,-51.375,-13.375,9,1,7.633660475413005,POINT (-5719038.83950443 -1502607.848389762)
1141,221,-51.375,-13.375,9,2,12.149975246853298,POINT (-5719038.83950443 -1502607.848389762)
1142,221,-51.375,-13.375,9,3,22.441951433817547,POINT (-5719038.83950443 -1502607.848389762)
1143,221,-51.375,-13.375,10,1,26.142559422387016,POINT (-5719038.83950443 -1502607.848389762)
1144,221,-51.375,-13.375,10,2,41.490714179144966,POINT (-5719038.83950443 -1502607.848389762)
1145,221,-51.375,-13.375,10,3,54.2553981145223,POINT (-5719038.83950443 -1502607.848389762)
1146,222,-51.125,-13.375,9,1,6.56051762898763,POINT (-5691208.966806111 -1502607.848389762)
1147,222,-51.125,-13.375,9,2,10.846911430358887,POINT (-5691208.966806111 -1502607.848389762)
1148,222,-51.125,-13.375,9,3,20.656782362196182,POINT (-5691208.966806111 -1502607.848389762)
1149,222,-51.125,-13.375,10,1,24.45862383312649,POINT (-5691208.966806111 -1502607.848389762)
1150,222,-51.125,-13.375,10,2,38.12877172893948,POINT (-5691208.966806111 -1502607.848389762)
1151,222,-51.125,-13.375,10,3,53.42681905958388,POINT (-5691208.966806111 -1502607.848389762)
1152,223,-61.625,-8.875,9,1,23.780945248074,POINT (-6860063.620135483 -991935.0973018695)
1153,223,-61.625,-8.875,9,2,36.47674878438314,POINT (-6860063.620135483 -991935.0973018695)
1154,223,-61.625,-8.875,9,3,45.17902088165283,POINT (-6860063.620135483 -991935.0973018695)
1155,223,-61.625,-8.875,10,1,52.98667853408389,POINT (-6860063.620135483 -991935.0973018695)
1156,223,-61.625,-8.875,10,2,58.8906315697564,POINT (-6860063.620135483 -991935.0973018695)
1157,223,-61.625,-8.875,10,3,83.11483849419488,POINT (-6860063.620135483 -991935.0973018695)
1158,223,-50.875,-13.375,9,1,5.880246056450738,POINT (-5663379.094107794 -1502607.848389762)
1159,223,-50.875,-13.375,9,2,10.28692658742269,POINT (-5663379.094107794 -1502607.848389762)
1160,223,-50.875,-13.375,9,3,19.777368969387478,POINT (-5663379.094107794 -1502607.848389762)
1161,223,-50.875,-13.375,10,1,23.763510174221462,POINT (-5663379.094107794 -1502607.848389762)
1162,223,-50.875,-13.375,10,2,35.07298872205946,POINT (-5663379.094107794 -1502607.848389762)
1163,223,-50.875,-13.375,10,3,50.84463617536757,POINT (-5663379.094107794 -1502607.848389762)
1164,224,-61.375,-8.875,9,1,24.247367170121933,POINT (-6832233.747437165 -991935.0973018695)
1165,224,-61.375,-8.875,9,2,36.27408618397183,POINT (-6832233.747437165 -991935.0973018695)
1166,224,-61.375,-8.875,9,3,44.40594895680746,POINT (-6832233.747437165 -991935.0973018695)
1167,224,-61.375,-8.875,10,1,54.34263038635254,POINT (-6832233.747437165 -991935.0973018695)
1168,224,-61.375,-8.875,10,2,59.56664180755615,POINT (-6832233.747437165 -991935.0973018695)
1169,224,-61.375,-8.875,10,3,80.34664069281683,POINT (-6832233.747437165 -991935.0973018695)
1170,224,-50.625,-13.375,9,1,5.176082399156359,POINT (-5635549.221409474 -1502607.848389762)
1171,224,-50.625,-13.375,9,2,9.829319424099392,POINT (-5635549.221409474 -1502607.848389762)
1172,224,-50.625,-13.375,9,3,20.413340356614853,POINT (-5635549.221409474 -1502607.848389762)
1173,224,-50.625,-13.375,10,1,25.122692982355755,POINT (-5635549.221409474 -1502607.848389762)
1174,224,-50.625,-13.375,10,2,34.59541914198134,POINT (-5635549.221409474 -1502607.848389762)
1175,224,-50.625,-13.375,10,3,52.48696846432156,POINT (-5635549.221409474 -1502607.848389762)
1176,225,-61.125,-8.875,9,1,24.551396952735054,POINT (-6804403.874738847 -991935.0973018695)
1177,225,-61.125,-8.875,9,2,36.31068589952257,POINT (-6804403.874738847 -991935.0973018695)
1178,225,-61.125,-8.875,9,3,43.66238911946615,POINT (-6804403.874738847 -991935.0973018695)
1179,225,-61.125,-8.875,10,1,54.7753627565172,POINT (-6804403.874738847 -991935.0973018695)
1180,225,-61.125,-8.875,10,2,60.13083717558119,POINT (-6804403.874738847 -991935.0973018695)
1181,225,-61.125,-8.875,10,3,79.39675373501248,POINT (-6804403.874738847 -991935.0973018695)
1182,226,-60.875,-8.875,9,1,24.75119898054335,POINT (-6776574.002040529 -991935.0973018695)
1183,226,-60.875,-8.875,9,2,35.27364034122891,POINT (-6776574.002040529 -991935.0973018695)
1184,226,-60.875,-8.875,9,3,42.960673332214355,POINT (-6776574.002040529 -991935.0973018695)
1185,226,-60.875,-8.875,10,1,55.684328132205536,POINT (-6776574.002040529 -991935.0973018695)
1186,226,-60.875,-8.875,10,2,60.425832748413086,POINT (-6776574.002040529 -991935.0973018695)
1187,226,-60.875,-8.875,10,3,77.63294283548991,POINT (-6776574.002040529 -991935.0973018695)
1188,227,-60.625,-8.875,9,1,24.632221221923828,POINT (-6748744.12934221 -991935.0973018695)
1189,227,-60.625,-8.875,9,2,35.68035614490509,POINT (-6748744.12934221 -991935.0973018695)
1190,227,-60.625,-8.875,9,3,42.40066432952881,POINT (-6748744.12934221 -991935.0973018695)
1191,227,-60.625,-8.875,10,1,54.91811943054199,POINT (-6748744.12934221 -991935.0973018695)
1192,227,-60.625,-8.875,10,2,63.02738496992323,POINT (-6748744.12934221 -991935.0973018695)
1193,227,-60.625,-8.875,10,3,77.74962743123372,POINT (-6748744.12934221 -991935.0973018695)
1194,228,-60.375,-8.875,9,1,24.887550406985813,POINT (-6720914.256643891 -991935.0973018695)
1195,228,-60.375,-8.875,9,2,35.165764278835724,POINT (-6720914.256643891 -991935.0973018695)
1196,228,-60.375,-8.875,9,3,41.18796804216173,POINT (-6720914.256643891 -991935.0973018695)
1197,228,-60.375,-8.875,10,1,54.434792571597626,POINT (-6720914.256643891 -991935.0973018695)
1198,228,-60.375,-8.875,10,2,60.630854500664604,POINT (-6720914.256643891 -991935.0973018695)
1199,228,-60.375,-8.875,10,3,74.28774727715387,POINT (-6720914.256643891 -991935.0973018695)
1200,229,-60.125,-8.875,9,1,24.375611729092068,POINT (-6693084.383945573 -991935.0973018695)
1201,229,-60.125,-8.875,9,2,35.873253133561875,POINT (-6693084.383945573 -991935.0973018695)
1202,229,-60.125,-8.875,9,3,40.601661721865334,POINT (-6693084.383945573 -991935.0973018695)
1203,229,-60.125,-8.875,10,1,54.46088322003683,POINT (-6693084.383945573 -991935.0973018695)
1204,229,-60.125,-8.875,10,2,62.134932623969185,POINT (-6693084.383945573 -991935.0973018695)
1205,229,-60.125,-8.875,10,3,72.89776876237657,POINT (-6693084.383945573 -991935.0973018695)
1206,229,-53.125,-13.625,9,1,8.28504885567559,POINT (-5913847.948392658 -1531228.537631783)
1207,229,-53.125,-13.625,9,2,13.376730706956652,POINT (-5913847.948392658 -1531228.537631783)
1208,229,-53.125,-13.625,9,3,27.023500177595352,POINT (-5913847.948392658 -1531228.537631783)
1209,229,-53.125,-13.625,10,1,32.126685539881386,POINT (-5913847.948392658 -1531228.537631783)
1210,229,-53.125,-13.625,10,2,49.33023452758789,POINT (-5913847.948392658 -1531228.537631783)
1211,229,-53.125,-13.625,10,3,61.01459291246202,POINT (-5913847.948392658 -1531228.537631783)
1212,230,-59.875,-8.875,9,1,23.769504970974392,POINT (-6665254.511247255 -991935.0973018695)
1213,230,-59.875,-8.875,9,2,33.989986737569176,POINT (-6665254.511247255 -991935.0973018695)
1214,230,-59.875,-8.875,9,3,39.349503172768486,POINT (-6665254.511247255 -991935.0973018695)
1215,230,-59.875,-8.875,10,1,52.15133200751411,POINT (-6665254.511247255 -991935.0973018695)
1216,230,-59.875,-8.875,10,2,57.45566198560927,POINT (-6665254.511247255 -991935.0973018695)
1217,230,-59.875,-8.875,10,3,72.05286725362141,POINT (-6665254.511247255 -991935.0973018695)
1218,230,-52.875,-13.625,9,1,8.89799616071913,POINT (-5886018.07569434 -1531228.537631783)
1219,230,-52.875,-13.625,9,2,13.04528284072876,POINT (-5886018.07569434 -1531228.537631783)
1220,230,-52.875,-13.625,9,3,26.579620573255752,POINT (-5886018.07569434 -1531228.537631783)
1221,230,-52.875,-13.625,10,1,30.92459233601888,POINT (-5886018.07569434 -1531228.537631783)
1222,230,-52.875,-13.625,10,2,48.7399124039544,POINT (-5886018.07569434 -1531228.537631783)
1223,230,-52.875,-13.625,10,3,58.450302600860596,POINT (-5886018.07569434 -1531228.537631783)
1224,231,-59.625,-8.875,9,1,21.817634688483345,POINT (-6637424.638548938 -991935.0973018695)
1225,231,-59.625,-8.875,9,2,32.4729708565606,POINT (-6637424.638548938 -991935.0973018695)
1226,231,-59.625,-8.875,9,3,39.06718214352926,POINT (-6637424.638548938 -991935.0973018695)
1227,231,-59.625,-8.875,10,1,50.50233279334174,POINT (-6637424.638548938 -991935.0973018695)
1228,231,-59.625,-8.875,10,2,54.35828060574002,POINT (-6637424.638548938 -991935.0973018695)
1229,231,-59.625,-8.875,10,3,69.2390939924452,POINT (-6637424.638548938 -991935.0973018695)
1230,231,-52.625,-13.625,9,1,8.009353876113892,POINT (-5858188.202996022 -1531228.537631783)
1231,231,-52.625,-13.625,9,2,13.040002399020725,POINT (-5858188.202996022 -1531228.537631783)
1232,231,-52.625,-13.625,9,3,25.75227795706855,POINT (-5858188.202996022 -1531228.537631783)
1233,231,-52.625,-13.625,10,1,30.592928144666885,POINT (-5858188.202996022 -1531228.537631783)
1234,231,-52.625,-13.625,10,2,48.70015377468533,POINT (-5858188.202996022 -1531228.537631783)
1235,231,-52.625,-13.625,10,3,59.89746305677626,POINT (-5858188.202996022 -1531228.537631783)
1236,232,-59.375,-8.875,9,1,20.713670253753662,POINT (-6609594.765850618 -991935.0973018695)
1237,232,-59.375,-8.875,9,2,31.619517008463543,POINT (-6609594.765850618 -991935.0973018695)
1238,232,-59.375,-8.875,9,3,37.73519621955024,POINT (-6609594.765850618 -991935.0973018695)
1239,232,-59.375,-8.875,10,1,49.47111786736382,POINT (-6609594.765850618 -991935.0973018695)
1240,232,-59.375,-8.875,10,2,52.75849522484673,POINT (-6609594.765850618 -991935.0973018695)
1241,232,-59.375,-8.875,10,3,66.86280314127605,POINT (-6609594.765850618 -991935.0973018695)
1242,232,-52.375,-13.625,9,1,8.605314148796928,POINT (-5830358.330297703 -1531228.537631783)
1243,232,-52.375,-13.625,9,2,13.205767101711697,POINT (-5830358.330297703 -1531228.537631783)
1244,232,-52.375,-13.625,9,3,24.920247925652397,POINT (-5830358.330297703 -1531228.537631783)
1245,232,-52.375,-13.625,10,1,29.692023277282715,POINT (-5830358.330297703 -1531228.537631783)
1246,232,-52.375,-13.625,10,2,47.58152770996094,POINT (-5830358.330297703 -1531228.537631783)
1247,232,-52.375,-13.625,10,3,57.427013079325356,POINT (-5830358.330297703 -1531228.537631783)
1248,233,-59.125,-8.875,9,1,20.24551550547282,POINT (-6581764.893152299 -991935.0973018695)
1249,233,-59.125,-8.875,9,2,30.059231016370987,POINT (-6581764.893152299 -991935.0973018695)
1250,233,-59.125,-8.875,9,3,36.94187694125705,POINT (-6581764.893152299 -991935.0973018695)
1251,233,-59.125,-8.875,10,1,48.36232841014862,POINT (-6581764.893152299 -991935.0973018695)
1252,233,-59.125,-8.875,10,2,51.38534355163574,POINT (-6581764.893152299 -991935.0973018695)
1253,233,-59.125,-8.875,10,3,66.86098353068034,POINT (-6581764.893152299 -991935.0973018695)
1254,233,-52.125,-13.625,9,1,8.548928499221802,POINT (-5802528.457599385 -1531228.537631783)
1255,233,-52.125,-13.625,9,2,13.574896653493246,POINT (-5802528.457599385 -1531228.537631783)
1256,233,-52.125,-13.625,9,3,24.418964121076797,POINT (-5802528.457599385 -1531228.537631783)
1257,233,-52.125,-13.625,10,1,29.3777781062656,POINT (-5802528.457599385 -1531228.537631783)
1258,233,-52.125,-13.625,10,2,45.916235287984215,POINT (-5802528.457599385 -1531228.537631783)
1259,233,-52.125,-13.625,10,3,58.67823208702935,POINT (-5802528.457599385 -1531228.537631783)
1260,234,-58.875,-8.875,9,1,19.455514589945476,POINT (-6553935.020453981 -991935.0973018695)
1261,234,-58.875,-8.875,9,2,28.309701707628037,POINT (-6553935.020453981 -991935.0973018695)
1262,234,-58.875,-8.875,9,3,36.358952310350205,POINT (-6553935.020453981 -991935.0973018695)
1263,234,-58.875,-8.875,10,1,47.75539308124118,POINT (-6553935.020453981 -991935.0973018695)
1264,234,-58.875,-8.875,10,2,50.44968763987223,POINT (-6553935.020453981 -991935.0973018695)
1265,234,-58.875,-8.875,10,3,66.70551278856065,POINT (-6553935.020453981 -991935.0973018695)
1266,234,-51.875,-13.625,9,1,7.915104495154487,POINT (-5774698.584901066 -1531228.537631783)
1267,234,-51.875,-13.625,9,2,13.221880594889322,POINT (-5774698.584901066 -1531228.537631783)
1268,234,-51.875,-13.625,9,3,22.84543948703342,POINT (-5774698.584901066 -1531228.537631783)
1269,234,-51.875,-13.625,10,1,27.911747402615017,POINT (-5774698.584901066 -1531228.537631783)
1270,234,-51.875,-13.625,10,2,44.2709838019477,POINT (-5774698.584901066 -1531228.537631783)
1271,234,-51.875,-13.625,10,3,56.71176422966851,POINT (-5774698.584901066 -1531228.537631783)
1272,235,-58.625,-8.875,9,1,18.043824248843723,POINT (-6526105.147755664 -991935.0973018695)
1273,235,-58.625,-8.875,9,2,27.85219118330214,POINT (-6526105.147755664 -991935.0973018695)
1274,235,-58.625,-8.875,9,3,36.98613818486532,POINT (-6526105.147755664 -991935.0973018695)
1275,235,-58.625,-8.875,10,1,47.82930486732059,POINT (-6526105.147755664 -991935.0973018695)
1276,235,-58.625,-8.875,10,2,48.99173439873589,POINT (-6526105.147755664 -991935.0973018695)
1277,235,-58.625,-8.875,10,3,66.41824531555176,POINT (-6526105.147755664 -991935.0973018695)
1278,235,-51.625,-13.625,9,1,7.350091483857897,POINT (-5746868.712202748 -1531228.537631783)
1279,235,-51.625,-13.625,9,2,12.840172979566786,POINT (-5746868.712202748 -1531228.537631783)
1280,235,-51.625,-13.625,9,3,23.560216479831272,POINT (-5746868.712202748 -1531228.537631783)
1281,235,-51.625,-13.625,10,1,27.42016866472032,POINT (-5746868.712202748 -1531228.537631783)
1282,235,-51.625,-13.625,10,2,42.97131750318739,POINT (-5746868.712202748 -1531228.537631783)
1283,235,-51.625,-13.625,10,3,56.32762845357259,POINT (-5746868.712202748 -1531228.537631783)
1284,236,-58.375,-8.875,9,1,19.074560006459553,POINT (-6498275.275057344 -991935.0973018695)
1285,236,-58.375,-8.875,9,2,27.52208529578315,POINT (-6498275.275057344 -991935.0973018695)
1286,236,-58.375,-8.875,9,3,38.87630028194852,POINT (-6498275.275057344 -991935.0973018695)
1287,236,-58.375,-8.875,10,1,47.88624612490336,POINT (-6498275.275057344 -991935.0973018695)
1288,236,-58.375,-8.875,10,2,50.59279929267036,POINT (-6498275.275057344 -991935.0973018695)
1289,236,-58.375,-8.875,10,3,69.40627161661784,POINT (-6498275.275057344 -991935.0973018695)
1290,236,-51.375,-13.625,9,1,7.236818578508165,POINT (-5719038.83950443 -1531228.537631783)
1291,236,-51.375,-13.625,9,2,12.585870530870226,POINT (-5719038.83950443 -1531228.537631783)
1292,236,-51.375,-13.625,9,3,22.19645643234253,POINT (-5719038.83950443 -1531228.537631783)
1293,236,-51.375,-13.625,10,1,25.439726220236885,POINT (-5719038.83950443 -1531228.537631783)
1294,236,-51.375,-13.625,10,2,40.72814210255941,POINT (-5719038.83950443 -1531228.537631783)
1295,236,-51.375,-13.625,10,3,54.42084730996026,POINT (-5719038.83950443 -1531228.537631783)
1296,237,-58.125,-8.875,9,1,19.579135788811577,POINT (-6470445.402359026 -991935.0973018695)
1297,237,-58.125,-8.875,9,2,27.590631908840603,POINT (-6470445.402359026 -991935.0973018695)
1298,237,-58.125,-8.875,9,3,39.370818535486855,POINT (-6470445.402359026 -991935.0973018695)
1299,237,-58.125,-8.875,10,1,47.83737293879191,POINT (-6470445.402359026 -991935.0973018695)
1300,237,-58.125,-8.875,10,2,51.65915107727051,POINT (-6470445.402359026 -991935.0973018695)
1301,237,-58.125,-8.875,10,3,71.36061806148953,POINT (-6470445.402359026 -991935.0973018695)
1302,237,-51.125,-13.625,9,1,6.424012819925944,POINT (-5691208.966806111 -1531228.537631783)
1303,237,-51.125,-13.625,9,2,11.741446918911404,POINT (-5691208.966806111 -1531228.537631783)
1304,237,-51.125,-13.625,9,3,20.808904886245728,POINT (-5691208.966806111 -1531228.537631783)
1305,237,-51.125,-13.625,10,1,23.664969205856323,POINT (-5691208.966806111 -1531228.537631783)
1306,237,-51.125,-13.625,10,2,36.92816034952799,POINT (-5691208.966806111 -1531228.537631783)
1307,237,-51.125,-13.625,10,3,53.57339964972602,POINT (-5691208.966806111 -1531228.537631783)
1308,238,-57.875,-8.875,9,1,18.737156497107613,POINT (-6442615.529660708 -991935.0973018695)
1309,238,-57.875,-8.875,9,2,26.838165707058376,POINT (-6442615.529660708 -991935.0973018695)
1310,238,-57.875,-8.875,9,3,39.997467041015625,POINT (-6442615.529660708 -991935.0973018695)
1311,238,-57.875,-8.875,10,1,48.12893523110284,POINT (-6442615.529660708 -991935.0973018695)
1312,238,-57.875,-8.875,10,2,51.67325888739692,POINT (-6442615.529660708 -991935.0973018695)
1313,238,-57.875,-8.875,10,3,69.61876042683919,POINT (-6442615.529660708 -991935.0973018695)
1314,238,-50.875,-13.625,9,1,5.7200978597005205,POINT (-5663379.094107794 -1531228.537631783)
1315,238,-50.875,-13.625,9,2,11.394796159532335,POINT (-5663379.094107794 -1531228.537631783)
1316,238,-50.875,-13.625,9,3,21.135461065504288,POINT (-5663379.094107794 -1531228.537631783)
1317,238,-50.875,-13.625,10,1,23.76578246222602,POINT (-5663379.094107794 -1531228.537631783)
1318,238,-50.875,-13.625,10,2,36.15128983391656,POINT (-5663379.094107794 -1531228.537631783)
1319,238,-50.875,-13.625,10,3,51.711906645033096,POINT (-5663379.094107794 -1531228.537631783)
1320,239,-57.625,-8.875,9,1,18.958738538953995,POINT (-6414785.65696239 -991935.0973018695)
1321,239,-57.625,-8.875,9,2,27.00422610176934,POINT (-6414785.65696239 -991935.0973018695)
1322,239,-57.625,-8.875,9,3,41.11927684148153,POINT (-6414785.65696239 -991935.0973018695)
1323,239,-57.625,-8.875,10,1,47.673463662465416,POINT (-6414785.65696239 -991935.0973018695)
1324,239,-57.625,-8.875,10,2,52.58055337270101,POINT (-6414785.65696239 -991935.0973018695)
1325,239,-57.625,-8.875,10,3,72.10573954052396,POINT (-6414785.65696239 -991935.0973018695)
1326,239,-50.625,-13.625,9,1,5.448897891574436,POINT (-5635549.221409474 -1531228.537631783)
1327,239,-50.625,-13.625,9,2,10.796984566582573,POINT (-5635549.221409474 -1531228.537631783)
1328,239,-50.625,-13.625,9,3,21.049402978685166,POINT (-5635549.221409474 -1531228.537631783)
1329,239,-50.625,-13.625,10,1,23.539081864886814,POINT (-5635549.221409474 -1531228.537631783)
1330,239,-50.625,-13.625,10,2,34.40342394510905,POINT (-5635549.221409474 -1531228.537631783)
1331,239,-50.625,-13.625,10,3,51.042602909935844,POINT (-5635549.221409474 -1531228.537631783)
1332,240,-57.375,-8.875,9,1,19.834517108069527,POINT (-6386955.784264072 -991935.0973018695)
1333,240,-57.375,-8.875,9,2,28.018936157226562,POINT (-6386955.784264072 -991935.0973018695)
1334,240,-57.375,-8.875,9,3,42.49049292670356,POINT (-6386955.784264072 -991935.0973018695)
1335,240,-57.375,-8.875,10,1,47.944679472181534,POINT (-6386955.784264072 -991935.0973018695)
1336,240,-57.375,-8.875,10,2,54.11196602715386,POINT (-6386955.784264072 -991935.0973018695)
1337,240,-57.375,-8.875,10,3,74.01279025607639,POINT (-6386955.784264072 -991935.0973018695)
1338,241,-57.125,-8.875,9,1,20.94256501727634,POINT (-6359125.911565753 -991935.0973018695)
1339,241,-57.125,-8.875,9,2,29.208192189534504,POINT (-6359125.911565753 -991935.0973018695)
